# Experiment File Name : 20170802_Burnham_LoCal_Run5.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2017-09-19 12:14:15 PM
# Instrument Type : StepOnePlus System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.098","0.006","false","1.0","52449.215",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.097","0.006","false","2.0","52251.89",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.091","0.002","false","3.0","51802.547",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.088","0.001","false","4.0","51521.016",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.087","0.001","false","5.0","51565.387",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.084","0.0","false","6.0","51405.055",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.082","0.0","false","7.0","51339.992",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.081","0.0","false","8.0","51401.066",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.079","0.0","false","9.0","51367.723",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.076","-0.001","false","10.0","51140.125",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.075","-0.001","false","11.0","51184.168",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.073","-0.001","false","12.0","51301.895",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.071","-0.001","false","13.0","51202.83",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.07","-0.001","false","14.0","51093.99",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.068","-0.002","false","15.0","51151.91",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.066","-0.001","false","16.0","51077.723",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.065","-0.001","false","17.0","51050.13",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.064","-0.001","false","18.0","51242.734",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.062","-0.001","false","19.0","50974.89",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.06","0.0","false","20.0","51007.293",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.059","0.0","false","21.0","50894.26",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.059","0.001","false","22.0","50832.617",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.061","0.005","false","23.0","50809.164",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.065","0.011","false","24.0","50874.527",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.075","0.022","false","25.0","50950.684",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.095","0.044","false","26.0","50940.125",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.135","0.086","false","27.0","50929.24",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.211","0.164","false","28.0","51010.11",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.351","0.305","false","29.0","50907.203",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.572","0.528","false","30.0","50746.97",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","0.839","0.797","false","31.0","50533.88",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","1.067","1.026","false","32.0","50399.562",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","1.265","1.226","false","33.0","50286.61",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","1.457","1.42","false","34.0","50130.2",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","1.626","1.59","false","35.0","49645.816",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","1.767","1.732","false","36.0","49697.11",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","1.883","1.851","false","37.0","49648.81",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","1.976","1.945","false","38.0","49408.22",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","2.056","2.026","false","39.0","49401.14",
"20170802_Burnham_LoCal_Run5.eds","","A1","DWV","46","2.118","2.09","false","40.0","49216.383",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.066","0.014","false","1.0","55521.84",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.059","0.008","false","2.0","55196.35",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.053","0.003","false","3.0","54099.906",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.05","0.003","false","4.0","53820.195",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.048","0.001","false","5.0","53730.645",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.045","0.001","false","6.0","53600.152",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.043","0.0","false","7.0","53493.527",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.04","-0.001","false","8.0","53326.047",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.039","-0.001","false","9.0","53470.605",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.037","-0.002","false","10.0","53293.305",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.035","-0.002","false","11.0","53289.027",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.034","-0.001","false","12.0","53191.906",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.032","-0.002","false","13.0","53131.45",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.03","-0.002","false","14.0","53081.637",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.029","-0.002","false","15.0","53022.574",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.027","-0.002","false","16.0","52984.117",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.026","-0.001","false","17.0","52959.492",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.025","-0.001","false","18.0","52914.094",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.024","0.0","false","19.0","52811.26",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.023","0.001","false","20.0","52908.258",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.023","0.003","false","21.0","52839.668",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.024","0.004","false","22.0","52677.37",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.027","0.01","false","23.0","52730.258",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.036","0.02","false","24.0","52746.273",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.053","0.038","false","25.0","52605.59",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.086","0.073","false","26.0","52571.836",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.15","0.139","false","27.0","52494.863",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.27","0.26","false","28.0","52395.13",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.474","0.466","false","29.0","52268.64",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.741","0.735","false","30.0","52141.367",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","0.997","0.992","false","31.0","51967.438",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","1.207","1.203","false","32.0","51723.77",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","1.422","1.42","false","33.0","51448.4",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","1.613","1.613","false","34.0","51306.25",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","1.766","1.768","false","35.0","50928.586",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","1.893","1.896","false","36.0","50894.477",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","1.995","2.0","false","37.0","50703.297",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","2.074","2.08","false","38.0","50593.582",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","2.143","2.151","false","39.0","50379.438",
"20170802_Burnham_LoCal_Run5.eds","","A2","DWV","47","2.198","2.208","false","40.0","50283.023",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.118","0.006","false","1.0","51042.67",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.115","0.005","false","2.0","50695.39",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.111","0.003","false","3.0","50405.71",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.107","0.001","false","4.0","50353.387",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.105","0.001","false","5.0","50387.03",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.102","0.0","false","6.0","50266.02",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.1","0.0","false","7.0","50347.754",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.097","0.0","false","8.0","50364.438",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.095","0.0","false","9.0","50260.535",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.093","-0.001","false","10.0","50098.28",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.091","-0.001","false","11.0","50183.35",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.088","-0.001","false","12.0","50029.65",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.086","-0.001","false","13.0","49987.508",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.085","-0.001","false","14.0","49924.88",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.081","-0.002","false","15.0","49870.465",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.08","-0.002","false","16.0","49872.7",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.078","-0.001","false","17.0","49833.656",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.076","-0.001","false","18.0","49851.87",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.074","-0.001","false","19.0","49870.42",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.073","0.0","false","20.0","49800.668",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.071","0.0","false","21.0","49795.89",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.07","0.001","false","22.0","49714.523",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.07","0.002","false","23.0","49896.254",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.069","0.004","false","24.0","49666.69",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.072","0.009","false","25.0","49843.816",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.077","0.016","false","26.0","49695.06",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.09","0.031","false","27.0","49614.918",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.116","0.059","false","28.0","49749.707",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.166","0.111","false","29.0","49725.5",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.262","0.209","false","30.0","49538.715",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.432","0.38","false","31.0","49425.45",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.681","0.632","false","32.0","49311.516",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","0.948","0.901","false","33.0","49232.07",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","1.16","1.115","false","34.0","49117.164",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","1.346","1.303","false","35.0","48833.88",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","1.515","1.474","false","36.0","48862.54",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","1.66","1.621","false","37.0","48734.023",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","1.779","1.742","false","38.0","48543.13",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","1.877","1.842","false","39.0","48384.164",
"20170802_Burnham_LoCal_Run5.eds","","A3","DWV","48","1.953","1.92","false","40.0","48364.633",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.046","0.013","false","1.0","48520.64",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.039","0.007","false","2.0","47798.69",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.033","0.004","false","3.0","47255.336",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.03","0.003","false","4.0","47010.344",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.026","0.002","false","5.0","46793.59",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.023","0.0","false","6.0","46632.176",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.02","0.0","false","7.0","46440.18",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.018","-0.001","false","8.0","46284.145",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.015","-0.001","false","9.0","46049.223",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.012","-0.002","false","10.0","45972.56",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.011","-0.001","false","11.0","45884.145",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.008","-0.002","false","12.0","45685.19",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.006","-0.002","false","13.0","45574.418",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.003","-0.002","false","14.0","45523.316",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.001","-0.002","false","15.0","45374.26",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","-0.001","-0.002","false","16.0","45284.367",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","-0.001","0.0","false","17.0","45343.016",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","-0.004","-0.001","false","18.0","45069.95",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","-0.006","-0.001","false","19.0","45020.965",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","-0.008","0.0","false","20.0","44957.812",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","-0.009","0.001","false","21.0","44929.156",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","-0.011","0.001","false","22.0","44753.95",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","-0.011","0.003","false","23.0","44704.363",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","-0.012","0.004","false","24.0","44711.89",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","-0.01","0.008","false","25.0","44485.24",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","-0.006","0.015","false","26.0","44523.16",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.004","0.027","false","27.0","44455.85",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.024","0.049","false","28.0","44331.277",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.065","0.092","false","29.0","44135.96",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.145","0.174","false","30.0","44133.19",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.289","0.321","false","31.0","44109.215",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.523","0.557","false","32.0","43876.086",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","0.812","0.848","false","33.0","43622.438",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","1.059","1.096","false","34.0","43368.977",
"20170802_Burnham_LoCal_Run5.eds","","A4","DWV","49","1.264","1.304","false","35.0","43178.08",
