# Experiment File Name : 20170802_Burnham_LoCal_Run5.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2017-09-19 12:14:15 PM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A1","46","DWV","1.33","Amp","UNKNOWN","27.889","27.936","0.066","115.324","111.944","4.779","35.2228","0.993","-3.5567","91.05548","true","0.153","true","3.0","23.0","false",
"A2","47","DWV","1.335","Amp","UNKNOWN","27.116","27.085","0.045","190.208","194.179","5.615","35.2228","0.993","-3.5567","91.05548","true","0.153","true","3.0","22.0","false",
"A3","48","DWV","1.33","Amp","UNKNOWN","29.493","29.521","0.039","40.819","40.109","1.003","35.2228","0.993","-3.5567","91.05548","true","0.153","true","3.0","24.0","false",
"A4","49","DWV","1.344","Amp","UNKNOWN","29.802","29.731","0.1","33.428","35.031","2.267","35.2228","0.993","-3.5567","91.05548","true","0.153","true","3.0","24.0","false",
"A5","50","DWV","1.349","Amp","UNKNOWN","28.876","28.925","0.07","60.877","58.991","2.668","35.2228","0.993","-3.5567","91.05548","true","0.153","true","3.0","24.0","false",
"A6","51","DWV","1.341","Amp","UNKNOWN","19.269","19.396","0.18","30594.977","28271.838","3285.415","35.2228","0.993","-3.5567","91.05548","true","0.153","true","3.0","14.0","false",
"A7","52","DWV","1.343","Amp","UNKNOWN","28.980","29.374","0.557","56.897","45.539","16.063","35.2228","0.993","-3.5567","91.05548","true","0.153","true","3.0","24.0","false",
"A8","53","DWV","1.348","Amp","UNKNOWN","29.431","29.623","0.272","42.509","37.83","6.617","35.2228","0.993","-3.5567","91.05548","true","0.153","true","3.0","24.0","false",
"A9","54","DWV","1.336","Amp","UNKNOWN","27.690","27.542","0.209","131.236","145.052","19.539","35.2228","0.993","-3.5567","91.05548","true","0.153","true","3.0","22.0","false",
"A10","55","DWV","1.342","Amp","UNKNOWN","29.944","29.728","0.305","30.492","35.405","6.948","35.2228","0.993","-3.5567","91.05548","true","0.153","true","3.0","25.0","false",
