# Experiment File Name : 20170814_Burnham_LoCal_Run10.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2017-09-19 12:14:13 PM
# Instrument Type : StepOnePlus System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.133","0.009","false","1.0","61321.094",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.13","0.008","false","2.0","61134.65",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.124","0.003","false","3.0","59942.93",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.121","0.002","false","4.0","59837.914",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.119","0.001","false","5.0","59578.633",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.117","0.001","false","6.0","59512.832",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.115","0.001","false","7.0","59365.723",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.113","0.0","false","8.0","59407.86",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.111","0.0","false","9.0","59214.42",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.109","0.0","false","10.0","59317.438",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.108","0.0","false","11.0","59178.51",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.105","-0.001","false","12.0","59139.773",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.103","-0.001","false","13.0","58940.117",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.102","-0.001","false","14.0","58821.87",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.1","-0.001","false","15.0","58948.906",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.098","-0.001","false","16.0","58933.008",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.096","-0.001","false","17.0","58802.312",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.095","-0.001","false","18.0","58853.523",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.093","-0.001","false","19.0","58925.17",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.091","-0.001","false","20.0","58849.152",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.09","-0.001","false","21.0","58827.508",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.089","0.0","false","22.0","58883.91",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.087","-0.001","false","23.0","58572.73",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.085","-0.001","false","24.0","58617.535",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.085","0.0","false","25.0","58525.438",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.082","0.0","false","26.0","58357.434",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.082","0.001","false","27.0","58323.938",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.082","0.002","false","28.0","58351.58",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.082","0.005","false","29.0","58336.69",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.085","0.009","false","30.0","58207.3",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.091","0.017","false","31.0","58448.105",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.104","0.031","false","32.0","58332.105",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.13","0.059","false","33.0","58391.414",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.18","0.111","false","34.0","58320.938",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.274","0.207","false","35.0","58343.707",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.442","0.376","false","36.0","58217.46",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","0.721","0.656","false","37.0","58068.05",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","1.102","1.039","false","38.0","57899.285",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","1.497","1.436","false","39.0","57361.72",
"20170814_Burnham_LoCal_Run10.eds","","A1","IAPV","79","1.794","1.735","false","40.0","57024.766",
"20170814_Burnham_LoCal_Run10.eds","","A2","IAPV","40","0.113","0.017","false","1.0","53393.383",
