# Experiment File Name : 20170809_Burnham_LoCal_Run7.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2017-09-19 12:14:17 PM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A1","68","DWV","1.318","Amp","UNKNOWN","28.701","28.686","0.022","68.162","68.848","0.971","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","24.0","false",
"A2","69","DWV","1.322","Amp","UNKNOWN","30.541","30.365","0.249","20.715","23.367","3.75","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","26.0","false",
"A3","70","DWV","1.329","Amp","UNKNOWN","30.201","30.124","0.108","25.817","27.164","1.905","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","25.0","false",
"A4","71","DWV","1.343","Amp","UNKNOWN","30.829","30.253","0.815","17.193","26.72","13.474","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","26.0","false",
"A5","72","DWV","1.348","Amp","UNKNOWN","24.188","24.124","0.091","1266.043","1321.287","78.127","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","19.0","false",
"A6","73","DWV","1.335","Amp","UNKNOWN","30.486","30.41","0.108","21.466","22.584","1.582","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","25.0","false",
"A7","74","DWV","1.346","Amp","UNKNOWN","23.654","23.675","0.029","1788.745","1765.607","32.722","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","19.0","false",
"A8","75","DWV","1.351","Amp","UNKNOWN","19.902","19.968","0.094","20306.223","19467.035","1186.79","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","15.0","false",
"A9","76","DWV","1.353","Amp","UNKNOWN","14.514","14.547","0.048","664650.94","650391.06","20166.516","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","10.0","false",
"A10","77","DWV","1.344","Amp","UNKNOWN","31.156","30.937","0.31","13.912","16.193","3.225","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","26.0","false",
"A11","78","DWV","1.35","Amp","UNKNOWN","27.630","27.773","0.203","136.421","124.832","16.389","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","23.0","false",
"A12","No Sample","DWV","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","39.0","true",
"B1","68","DWV","1.319","Amp","UNKNOWN","28.671","28.686","0.022","69.535","68.848","0.971","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","24.0","false",
"B2","69","DWV","1.343","Amp","UNKNOWN","30.189","30.365","0.249","26.019","23.367","3.75","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","25.0","false",
"B3","70","DWV","1.33","Amp","UNKNOWN","30.048","30.124","0.108","28.511","27.164","1.905","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","25.0","false",
