# Experiment File Name : 20170809_Burnham_LoCal_Run7.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2017-09-19 12:14:17 PM
# Instrument Type : StepOnePlus System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.105","0.003","false","1.0","53400.016",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.105","0.004","false","2.0","53334.723",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.102","0.002","false","3.0","52981.28",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.099","0.001","false","4.0","52749.9",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.097","0.001","false","5.0","52503.676",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.096","0.001","false","6.0","52678.582",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.095","0.001","false","7.0","52759.348",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.093","0.0","false","8.0","52500.902",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.09","-0.001","false","9.0","52447.09",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.089","-0.001","false","10.0","52443.15",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.087","-0.001","false","11.0","52562.04",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.086","-0.001","false","12.0","52589.758",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.085","-0.001","false","13.0","52487.484",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.083","-0.001","false","14.0","52405.137",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.082","-0.001","false","15.0","52551.523",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.08","-0.001","false","16.0","52372.58",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.079","-0.001","false","17.0","52389.273",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.077","-0.001","false","18.0","52385.957",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.076","-0.001","false","19.0","52324.875",
"20170809_Burnham_LoCal_Run7.eds","","A1","DWV","68","0.075","-0.001","false","20.0","52302.312",
