# Experiment File Name : 20170729_Burnham_LoCal_Run3.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2017-09-19 12:14:14 PM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A1","24","DWV","1.334","Amp","UNKNOWN","25.347","25.559","0.3","597.951","526.134","101.565","35.2228","0.993","-3.5567","91.05548","true","0.14","true","3.0","20.0","false",
"A2","25","DWV","1.337","Amp","UNKNOWN","27.551","27.696","0.206","143.584","131.234","17.464","35.2228","0.993","-3.5567","91.05548","true","0.14","true","3.0","22.0","false",
"A3","26","DWV","1.349","Amp","UNKNOWN","16.929","16.997","0.096","139154.22","133299.34","8280.045","35.2228","0.993","-3.5567","91.05548","true","0.14","true","3.0","12.0","false",
"A4","27","DWV","1.337","Amp","UNKNOWN","31.333","31.306","0.038","12.408","12.627","0.309","35.2228","0.993","-3.5567","91.05548","true","0.14","true","3.0","26.0","false",
"A5","28","DWV","1.334","Amp","UNKNOWN","30.885","30.683","0.285","16.583","19.054","3.495","35.2228","0.993","-3.5567","91.05548","true","0.14","true","3.0","26.0","false",
"A6","29","DWV","1.323","Amp","UNKNOWN","29.810","29.804","0.008","33.253","33.379","0.179","35.2228","0.993","-3.5567","91.05548","true","0.14","true","3.0","25.0","false",
"A7","30","DWV","1.344","Amp","UNKNOWN","25.400","25.464","0.089","577.655","554.946","32.115","35.2228","0.993","-3.5567","91.05548","true","0.14","true","3.0","20.0","false",
"A8","31","DWV","1.344","Amp","UNKNOWN","28.441","28.474","0.048","80.704","78.972","2.449","35.2228","0.993","-3.5567","91.05548","true","0.14","true","3.0","23.0","false",
"A9","32","DWV","1.348","Amp","UNKNOWN","22.040","22.055","0.021","5086.817","5038.385","68.494","35.2228","0.993","-3.5567","91.05548","true","0.14","true","3.0","17.0","false",
"A10","33","DWV","1.337","Amp","UNKNOWN","27.987","28.05","0.088","108.222","104.017","5.947","35.2228","0.993","-3.5567","91.05548","true","0.14","true","3.0","23.0","false",
