# Experiment File Name : 20170913_Burnham_LoCal_Run9.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2017-09-19 12:14:15 PM
# Instrument Type : StepOnePlus System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.143","0.004","false","1.0","50119.09",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.142","0.005","false","2.0","49955.742",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.138","0.003","false","3.0","49494.61",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.134","0.001","false","4.0","49099.812",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.131","0.0","false","5.0","48992.082",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.13","0.001","false","6.0","48989.53",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.128","0.001","false","7.0","48985.344",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.125","0.0","false","8.0","48807.734",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.123","0.0","false","9.0","48710.9",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.121","0.0","false","10.0","48745.023",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.119","-0.001","false","11.0","48786.195",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.116","-0.001","false","12.0","48668.78",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.114","-0.002","false","13.0","48750.875",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.112","-0.001","false","14.0","48689.05",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.11","-0.001","false","15.0","48807.746",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.109","0.0","false","16.0","48776.7",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.106","-0.001","false","17.0","48791.33",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.104","-0.001","false","18.0","48798.207",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.102","-0.001","false","19.0","48700.625",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.101","0.0","false","20.0","48672.773",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.099","0.0","false","21.0","48645.6",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.099","0.001","false","22.0","48614.516",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.099","0.004","false","23.0","48656.934",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.1","0.007","false","24.0","48520.945",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.106","0.014","false","25.0","48648.15",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.118","0.028","false","26.0","48635.566",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.142","0.055","false","27.0","48617.496",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.19","0.104","false","28.0","48454.484",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.282","0.199","false","29.0","48630.066",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.447","0.366","false","30.0","48585.99",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.687","0.608","false","31.0","48427.973",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","0.934","0.856","false","32.0","48225.297",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","1.127","1.052","false","33.0","48156.656",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","1.299","1.226","false","34.0","48028.43",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","1.467","1.396","false","35.0","47917.91",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","1.607","1.537","false","36.0","47780.797",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","1.726","1.659","false","37.0","47631.797",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","1.825","1.76","false","38.0","47382.277",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","1.903","1.84","false","39.0","47452.96",
"20170913_Burnham_LoCal_Run9.eds","","A1","DWV","40","1.966","1.904","false","40.0","47330.414",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.076","0.015","false","1.0","44356.426",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.07","0.012","false","2.0","43800.15",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.061","0.005","false","3.0","43105.15",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.055","0.002","false","4.0","42726.54",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.051","0.0","false","5.0","42536.016",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.048","0.0","false","6.0","42505.977",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.045","-0.001","false","7.0","42385.062",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.042","-0.001","false","8.0","42273.85",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.038","-0.003","false","9.0","42118.01",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.036","-0.002","false","10.0","42155.438",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.033","-0.002","false","11.0","42065.35",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.031","-0.002","false","12.0","41954.66",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.029","-0.002","false","13.0","41953.523",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.026","-0.002","false","14.0","41939.81",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.024","-0.001","false","15.0","41844.406",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.023","0.0","false","16.0","41860.55",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.021","0.001","false","17.0","41819.348",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.02","0.002","false","18.0","41702.867",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.02","0.005","false","19.0","41687.55",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.023","0.01","false","20.0","41693.227",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.03","0.019","false","21.0","41595.08",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.046","0.038","false","22.0","41590.18",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.078","0.073","false","23.0","41548.47",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.139","0.137","false","24.0","41521.15",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.255","0.255","false","25.0","41505.78",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.453","0.455","false","26.0","41395.195",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.709","0.714","false","27.0","41258.234",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","0.945","0.953","false","28.0","41052.793",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","1.149","1.159","false","29.0","40980.78",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","1.346","1.358","false","30.0","40751.71",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","1.517","1.532","false","31.0","40526.62",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","1.661","1.678","false","32.0","40466.855",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","1.778","1.798","false","33.0","40450.234",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","1.878","1.901","false","34.0","40153.117",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","1.962","1.987","false","35.0","40099.188",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","2.026","2.054","false","36.0","39948.742",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","2.086","2.116","false","37.0","39889.332",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","2.136","2.168","false","38.0","39816.32",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","2.179","2.214","false","39.0","39692.51",
"20170913_Burnham_LoCal_Run9.eds","","A2","DWV","34","2.209","2.247","false","40.0","39680.332",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.016","0.006","true","1.0","62036.367",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.019","0.004","true","2.0","61455.01",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.021","0.003","true","3.0","61116.434",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.022","0.001","true","4.0","60880.58",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.023","0.001","true","5.0","60667.543",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.023","0.0","true","6.0","60687.164",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.024","0.0","true","7.0","60754.61",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.024","0.0","true","8.0","60594.582",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.024","0.0","true","9.0","60515.957",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.025","0.0","true","10.0","60426.562",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.025","0.0","true","11.0","60427.176",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.025","-0.001","true","12.0","60188.29",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.026","-0.001","true","13.0","60120.977",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.026","-0.001","true","14.0","60330.785",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.025","0.0","true","15.0","60382.477",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.026","-0.001","true","16.0","60227.566",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.026","-0.001","true","17.0","60152.04",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.026","-0.001","true","18.0","60299.785",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.027","-0.001","true","19.0","60000.055",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.027","-0.001","true","20.0","60034.168",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.027","-0.001","true","21.0","59992.492",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.026","0.0","true","22.0","60313.89",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.027","0.0","true","23.0","60177.457",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.027","0.0","true","24.0","60004.79",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.027","0.0","true","25.0","60144.645",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.027","0.0","true","26.0","60052.895",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.027","0.0","true","27.0","60125.977",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.027","0.0","true","28.0","59991.4",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.027","0.0","true","29.0","60125.176",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.027","0.0","true","30.0","60265.16",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.027","0.0","true","31.0","60086.77",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.028","0.0","true","32.0","60084.43",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.028","0.0","true","33.0","59987.984",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.028","0.0","true","34.0","59899.6",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.028","0.0","true","35.0","59966.598",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.028","0.001","true","36.0","60015.516",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.028","0.001","true","37.0","60162.906",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.028","0.001","true","38.0","60127.31",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.028","0.001","true","39.0","59987.695",
"20170913_Burnham_LoCal_Run9.eds","","A3","DWV","44","-0.028","0.001","true","40.0","60078.785",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","0.045","0.012","false","1.0","46924.94",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","0.038","0.007","false","2.0","46202.22",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","0.033","0.005","false","3.0","45987.418",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","0.029","0.002","false","4.0","45367.742",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","0.026","0.002","false","5.0","45509.992",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","0.023","0.001","false","6.0","45195.008",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","0.02","0.0","false","7.0","44957.266",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","0.017","-0.001","false","8.0","44762.504",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","0.015","-0.001","false","9.0","44653.977",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","0.013","-0.001","false","10.0","44576.6",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","0.01","-0.001","false","11.0","44383.176",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","0.007","-0.002","false","12.0","44221.56",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","0.005","-0.002","false","13.0","44130.023",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","0.004","-0.002","false","14.0","44069.63",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","0.002","-0.002","false","15.0","43926.85",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","-0.001","-0.002","false","16.0","43822.914",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","-0.002","-0.001","false","17.0","43788.7",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","-0.005","-0.001","false","18.0","43619.688",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","-0.006","-0.001","false","19.0","43555.188",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","-0.008","-0.001","false","20.0","43402.637",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","-0.01","0.0","false","21.0","43505.367",
"20170913_Burnham_LoCal_Run9.eds","","A4","DWV","45","-0.011","0.0","false","22.0","43438.08",
