# Experiment File Name : 20170913_Burnham_LoCal_Run9.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2017-09-19 12:14:15 PM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A1","40","DWV","1.315","Amp","UNKNOWN","28.447","28.768","0.453","80.364","66.718","19.298","35.2228","0.993","-3.5567","91.05548","true","0.141","true","3.0","23.0","false",
"A2","34","DWV","1.325","Amp","UNKNOWN","24.009","24.147","0.195","1421.468","1305.198","164.43","35.2228","0.993","-3.5567","91.05548","true","0.141","true","3.0","19.0","false",
"A3","44","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","0.0","-","-","35.2228","0.993","-3.5567","91.05548","true","0.141","true","3.0","39.0","true",
"A4","45","DWV","1.328","Amp","UNKNOWN","30.032","30.223","0.271","28.81","25.643","4.479","35.2228","0.993","-3.5567","91.05548","true","0.141","true","3.0","25.0","false",
"A5","3","IAPV","1.369","Amp","UNKNOWN","33.380","36.352","4.204","8.782","4.487","6.074","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","30.0","false",
"A6","3","IAPV","0.66","No Amp","UNKNOWN","39.325","36.352","4.204","0.192","4.487","6.074","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","35.0","false",
"A7","3","IAPV","0.0","No Amp","UNKNOWN","Undetermined","-","-","0.0","-","-","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","39.0","true",
"A8","5","IAPV","1.381","Amp","UNKNOWN","33.195","32.666","0.748","9.892","4.946","6.994","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","30.0","false",
"A9","5","IAPV","1.409","Amp","UNKNOWN","32.137","-","-","0.0","-","-","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","29.0","true",
"A10","5","IAPV","0.0","No Amp","UNKNOWN","Undetermined","-","-","0.0","-","-","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","39.0","true",
"A11","43","IAPV","1.37","Amp","UNKNOWN","31.687","31.95","0.291","26.092","14.704","13.358","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","28.0","false",
"A12","43","IAPV","1.383","Amp","UNKNOWN","31.900","-","-","0.0","-","-","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","29.0","true",
"B1","40","DWV","1.323","Amp","UNKNOWN","29.088","28.768","0.453","53.072","66.718","19.298","35.2228","0.993","-3.5567","91.05548","true","0.141","true","3.0","24.0","false",
"B2","34","DWV","1.344","Amp","UNKNOWN","24.285","24.147","0.195","1188.929","1305.198","164.43","35.2228","0.993","-3.5567","91.05548","true","0.141","true","3.0","19.0","false",
"B3","44","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","0.0","-","-","35.2228","0.993","-3.5567","91.05548","true","0.141","true","3.0","39.0","true",
"B4","45","DWV","1.341","Amp","UNKNOWN","30.415","30.223","0.271","22.476","25.643","4.479","35.2228","0.993","-3.5567","91.05548","true","0.141","true","3.0","25.0","false",
"B5","43","IAPV","1.404","Amp","UNKNOWN","32.262","31.95","0.291","18.02","14.704","13.358","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","29.0","false",
"B6","48","IAPV","1.193","No Amp","UNKNOWN","35.623","33.94","1.464","2.075","7.736","4.987","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","32.0","false",
"B7","48","IAPV","1.368","Amp","UNKNOWN","32.963","33.94","1.464","11.482","7.736","4.987","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","30.0","false",
"B8","48","IAPV","1.377","Amp","UNKNOWN","33.233","33.94","1.464","9.65","7.736","4.987","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","30.0","false",
"B9","49","IAPV","0.0","No Amp","UNKNOWN","Undetermined","-","-","0.0","-","-","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","39.0","true",
"B10","49","IAPV","1.381","Amp","UNKNOWN","33.349","33.349","-","8.956","8.956","-","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","30.0","false",
"B11","49","IAPV","0.0","No Amp","UNKNOWN","Undetermined","-","-","0.0","-","-","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","39.0","true",
"B12","53","IAPV","1.419","Amp","UNKNOWN","32.296","34.841","3.599","17.638","9.153","12.0","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","29.0","false",
"C1","40","BQCV","1.329","Amp","UNKNOWN","15.159","15.196","0.053","510688.6","498170.6","17703.127","34.8074","0.9981","-3.4422","95.21442","true","0.141","true","3.0","10.0","false",
"C2","34","BQCV","1.339","Amp","UNKNOWN","16.072","16.096","0.035","277309.16","272832.28","6331.257","34.8074","0.9981","-3.4422","95.21442","true","0.141","true","3.0","11.0","false",
"C3","G-Block","BQCV","1.331","Amp","UNKNOWN","24.740","20.861","5.485","840.964","75807.086","106018.1","34.8074","0.9981","-3.4422","95.21442","true","0.141","true","3.0","20.0","false",
"C4","45","BQCV","1.34","Amp","UNKNOWN","21.864","21.899","0.05","5758.193","5625.909","187.077","34.8074","0.9981","-3.4422","95.21442","true","0.141","true","3.0","17.0","false",
"C5","53","IAPV","0.0","No Amp","UNKNOWN","Undetermined","-","-","0.0","-","-","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","39.0","true",
"C6","53","IAPV","0.966","No Amp","UNKNOWN","37.386","34.841","3.599","0.667","9.153","12.0","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","34.0","false",
"C7","56","IAPV","1.357","Amp","UNKNOWN","31.388","-","-","0.0","-","-","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","28.0","true",
"C8","56","IAPV","1.358","Amp","UNKNOWN","31.243","31.372","0.122","34.716","21.469","18.762","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","28.0","false",
"C9","56","IAPV","1.378","Amp","UNKNOWN","31.486","31.372","0.122","29.69","21.469","18.762","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","28.0","false",
"C10","63","IAPV","1.192","No Amp","UNKNOWN","35.636","36.613","1.382","2.057","1.321","1.041","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","32.0","false",
"C11","63","IAPV","0.944","No Amp","UNKNOWN","37.591","36.613","1.382","0.585","1.321","1.041","36.7574","0.9983","-3.5795","90.26926","true","0.04","true","3.0","34.0","false",
