# Experiment File Name : 20170810_Burnham_LoCal_Run8.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2017-09-19 12:14:19 PM
# Instrument Type : StepOnePlus System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.119","0.007","false","1.0","58312.68",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.118","0.008","false","2.0","57741.137",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.112","0.003","false","3.0","57092.12",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.109","0.002","false","4.0","56675.45",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.106","0.001","false","5.0","56467.137",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.104","0.001","false","6.0","56584.586",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.102","0.0","false","7.0","56525.023",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.099","-0.001","false","8.0","56217.63",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.097","-0.001","false","9.0","56377.305",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.096","-0.001","false","10.0","56191.31",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.094","-0.001","false","11.0","56341.28",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.092","-0.001","false","12.0","56299.543",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.09","-0.001","false","13.0","56248.145",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.089","-0.001","false","14.0","56247.973",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.087","-0.001","false","15.0","56126.695",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.085","-0.001","false","16.0","55952.133",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.084","-0.001","false","17.0","56048.266",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.082","-0.001","false","18.0","55947.902",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.08","-0.001","false","19.0","55942.582",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.079","-0.001","false","20.0","55805.508",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.078","0.0","false","21.0","55798.152",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.077","0.0","false","22.0","55779.613",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.075","0.001","false","23.0","55576.246",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.075","0.002","false","24.0","55651.777",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.075","0.004","false","25.0","55628.58",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.078","0.008","false","26.0","55545.21",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.084","0.016","false","27.0","55660.723",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.096","0.03","false","28.0","55609.1",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.122","0.058","false","29.0","55667.2",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.172","0.109","false","30.0","55751.633",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.266","0.205","false","31.0","55624.49",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.433","0.374","false","32.0","55459.24",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.675","0.617","false","33.0","55304.5",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","0.921","0.865","false","34.0","55104.43",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","1.114","1.059","false","35.0","55133.305",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","1.292","1.239","false","36.0","54966.07",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","1.448","1.397","false","37.0","54835.04",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","1.593","1.544","false","38.0","54847.99",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","1.708","1.661","false","39.0","54526.34",
"20170810_Burnham_LoCal_Run8.eds","","A1","DWV","79","1.806","1.76","false","40.0","54481.85",
"20170810_Burnham_LoCal_Run8.eds","","A2","DWV","80","0.08","0.01","false","1.0","51727.8",
"20170810_Burnham_LoCal_Run8.eds","","A2","DWV","80","0.074","0.006","false","2.0","50968.67",
"20170810_Burnham_LoCal_Run8.eds","","A2","DWV","80","0.067","0.002","false","3.0","50185.145",
"20170810_Burnham_LoCal_Run8.eds","","A2","DWV","80","0.063","0.0","false","4.0","49760.7",
"20170810_Burnham_LoCal_Run8.eds","","A2","DWV","80","0.06","-0.001","false","5.0","49194.047",
"20170810_Burnham_LoCal_Run8.eds","","A2","DWV","80","0.057","-0.001","false","6.0","48966.773",
"20170810_Burnham_LoCal_Run8.eds","","A2","DWV","80","0.054","-0.001","false","7.0","48652.33",
"20170810_Burnham_LoCal_Run8.eds","","A2","DWV","80","0.051","-0.001","false","8.0","48374.836",
"20170810_Burnham_LoCal_Run8.eds","","A2","DWV","80","0.049","-0.001","false","9.0","48203.895",
"20170810_Burnham_LoCal_Run8.eds","","A2","DWV","80","0.047","0.0","false","10.0","48015.12",
"20170810_Burnham_LoCal_Run8.eds","","A2","DWV","80","0.047","0.003","false","11.0","47657.35",
"20170810_Burnham_LoCal_Run8.eds","","A2","DWV","80","0.05","0.007","false","12.0","47362.445",
"20170810_Burnham_LoCal_Run8.eds","","A2","DWV","80","0.056","0.016","false","13.0","47235.965",
"20170810_Burnham_LoCal_Run8.eds","","A2","DWV","80","0.07","0.033","false","14.0","47128.953",
