# Experiment File Name : 20170727_Burnham_LoCal_Run2.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2017-09-19 01:36:52 PM
# Instrument Type : StepOnePlus System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.099","0.008","false","1.0","52419.49",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.096","0.007","false","2.0","52249.324",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.09","0.003","false","3.0","51583.164",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.087","0.001","false","4.0","51353.97",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.084","0.0","false","5.0","51150.25",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.081","-0.001","false","6.0","50985.145",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.08","0.0","false","7.0","50957.297",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.077","-0.001","false","8.0","50856.438",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.075","-0.002","false","9.0","50814.727",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.074","-0.001","false","10.0","50808.457",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.072","-0.001","false","11.0","50791.91",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.07","-0.001","false","12.0","50757.29",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.068","-0.001","false","13.0","50799.633",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.067","-0.001","false","14.0","50757.152",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.065","-0.001","false","15.0","50747.8",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.064","-0.001","false","16.0","50690.348",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.063","0.001","false","17.0","50788.754",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.061","0.001","false","18.0","50655.86",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.062","0.003","false","19.0","50678.117",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.065","0.008","false","20.0","50716.15",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.07","0.015","false","21.0","50747.14",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.084","0.03","false","22.0","50605.58",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.111","0.059","false","23.0","50559.035",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.164","0.114","false","24.0","50523.8",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.264","0.216","false","25.0","50426.715",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.442","0.395","false","26.0","50241.83",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.698","0.653","false","27.0","50042.008",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","0.963","0.92","false","28.0","49892.67",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","1.182","1.14","false","29.0","49570.14",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","1.385","1.346","false","30.0","49578.348",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","1.58","1.542","false","31.0","49326.03",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","1.746","1.71","false","32.0","49096.32",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","1.879","1.845","false","33.0","48973.11",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","1.991","1.959","false","34.0","48725.418",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","2.083","2.052","false","35.0","48807.156",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","2.161","2.132","false","36.0","48532.04",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","2.222","2.195","false","37.0","48382.055",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","2.272","2.246","false","38.0","48308.836",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","2.321","2.297","false","39.0","48308.67",
"20170727_Burnham_LoCal_Run2.eds","","A1","DWV","12","2.358","2.336","false","40.0","48308.5",
"20170727_Burnham_LoCal_Run2.eds","","A2","DWV","13","0.089","0.01","false","1.0","57280.125",
"20170727_Burnham_LoCal_Run2.eds","","A2","DWV","13","0.089","0.012","false","2.0","56701.906",
"20170727_Burnham_LoCal_Run2.eds","","A2","DWV","13","0.081","0.006","false","3.0","55792.95",
"20170727_Burnham_LoCal_Run2.eds","","A2","DWV","13","0.077","0.003","false","4.0","55397.46",
"20170727_Burnham_LoCal_Run2.eds","","A2","DWV","13","0.073","0.002","false","5.0","55126.695",
"20170727_Burnham_LoCal_Run2.eds","","A2","DWV","13","0.07","0.0","false","6.0","54941.44",
"20170727_Burnham_LoCal_Run2.eds","","A2","DWV","13","0.067","0.0","false","7.0","54800.137",
