# Experiment File Name : 20170727_Burnham_LoCal_Run2.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2017-09-19 01:36:52 PM
# Instrument Type : StepOnePlus System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A1","12","DWV","1.337","Amp","UNKNOWN","24.189","24.191","0.002","1265.307","1264.038","1.793","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","19.0","false",
"A2","13","DWV","1.334","Amp","UNKNOWN","30.665","30.973","0.436","19.116","15.971","4.448","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","26.0","false",
"A3","14","DWV","1.336","Amp","UNKNOWN","29.144","29.235","0.129","51.193","48.345","4.028","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","24.0","false",
"A4","16","DWV","1.346","Amp","UNKNOWN","30.953","31.274","0.455","15.872","13.169","3.822","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","26.0","false",
"A5","17","DWV","1.358","Amp","UNKNOWN","31.997","31.893","0.148","8.069","8.654","0.826","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","27.0","false",
"A6","18","DWV","1.335","Amp","UNKNOWN","29.874","29.511","0.514","31.91","41.486","13.543","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","25.0","false",
"A7","19","DWV","1.348","Amp","UNKNOWN","29.311","29.539","0.323","45.936","40.064","8.305","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","24.0","false",
"A8","20","DWV","1.36","Amp","UNKNOWN","21.993","22.056","0.089","5243.855","5038.854","289.916","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","17.0","false",
"A9","21","DWV","1.346","Amp","UNKNOWN","26.180","26.256","0.107","348.669","332.364","23.059","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","21.0","false",
"A10","22","DWV","1.34","Amp","UNKNOWN","30.304","30.378","0.105","24.153","23.046","1.565","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","25.0","false",
"A11","23","DWV","1.346","Amp","UNKNOWN","29.115","29.128","0.02","52.166","51.7","0.659","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","24.0","false",
"A12","No Sample","DWV","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","39.0","true",
"B1","12","DWV","1.334","Amp","UNKNOWN","24.192","24.191","0.002","1262.77","1264.038","1.793","35.2228","0.993","-3.5567","91.05548","true","0.129","true","3.0","19.0","false",
